# Annotated with Bakta
# Software: v1.12.0
# Database: v6.0, light
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Score	Evalue	Query Cov	Subject Cov	Id	Accession
contig_1	sorf	169	255	+	HFCAGB_00001	58.5	9.1e-18	1.0	1.0	1.0	UniRef:UniRef50_Q7CRA3
contig_1	ncRNA-region	191	311	+	-	126.4	1.6e-22	-	-	-	RFAM:RF00506
contig_1	cds	337	2799	+	HFCAGB_00002	1278.0	0.0	1.123	1.0	0.740	UniRef:UniRef50_P00561
contig_1	cds	2801	3730	+	HFCAGB_00003	384.0	1.0e-132	1.0	0.987	0.576	UniRef:UniRef50_Q493S9
contig_1	cds	3734	5020	+	HFCAGB_00004	506.0	1.1e-176	1.051	1.0	0.587	UniRef:UniRef50_Q89AR5
contig_1	cds	5114	5887	-	HFCAGB_00005	369.0	2.5e-128	0.996	0.992	0.738	UniRef:UniRef50_A0A6I6EGM8
contig_1	cds	5966	7396	-	HFCAGB_00006	724.0	4.9e-261	1.0	0.924	0.765	UniRef:UniRef50_P30143
contig_1	cds	7665	8618	+	HFCAGB_00007	619.0	2.5e-227	1.0	1.0	1.0	BlastRules:WP_000130175
contig_1	cds	8729	9319	+	HFCAGB_00008	250.0	1.4e-83	0.974	0.970	0.670	UniRef:UniRef50_A0A0A2Z689
contig_1	cds	9376	9942	-	HFCAGB_00009	206.0	1.4e-66	0.920	1.006	0.699	UniRef:UniRef50_A0A8S0G258
contig_1	cds	10092	10805	-	HFCAGB_00010	447.0	1.0e-159	0.992	0.904	1.0	UniRef:UniRef50_P58316
contig_1	cds	10841	11245	-	HFCAGB_00011	-	-	-	-	-	-
contig_1	cds	11594	13510	+	HFCAGB_00012	1045.0	0.0	1.158	1.004	0.788	UniRef:UniRef50_P43736
contig_1	ncRNA	13521	13595	+	HFCAGB_00013	84.0	1.9e-16	-	-	-	RFAM:RF02031
contig_1	cds	13596	14735	+	HFCAGB_00014	452.0	2.3e-157	1.005	0.967	0.646	UniRef:UniRef50_A0A4R1HEE6
contig_1	cds	14682	14822	-	HFCAGB_00015	-	-	-	-	-	-
contig_1	cds	15016	15963	+	HFCAGB_00016	608.0	5.7e-221	1.0	0.960	0.997	UniRef:UniRef50_A0A0L0AFF1
contig_1	cds	16090	16434	+	HFCAGB_00017	203.0	1.9e-67	0.939	0.863	0.991	UniRef:UniRef50_A0A0H3FW56
contig_1	cds	16495	17028	-	HFCAGB_00018	-	-	-	-	-	-
contig_1	cds	17045	17488	-	HFCAGB_00019	283.0	1.1e-97	0.993	0.885	1.0	UniRef:UniRef50_Q8ZS10
contig_1	cds	17869	19968	+	HFCAGB_00020	705.0	1.9e-246	1.082	1.030	0.525	UniRef:UniRef50_A0A0L0AFP7
contig_1	cds	20060	23056	+	HFCAGB_00021	1613.0	0.0	0.812	1.0	0.988	UniRef:UniRef50_A0A3S4FS72
contig_1	cds	23337	24041	+	HFCAGB_00022	434.0	2.0e-154	1.158	1.0	0.834	UniRef:UniRef50_E3G2G5
contig_1	cds	24471	25013	+	HFCAGB_00023	318.0	1.6e-110	1.078	1.0	0.923	UniRef:UniRef50_A9MR69
contig_1	cds	25114	25800	+	HFCAGB_00024	435.0	9.5e-158	1.0	1.0	0.996	BlastRules:WP_000742551
contig_1	cds	25805	28426	+	HFCAGB_00025	1732.0	0.0	1.0	1.0	0.994	BlastRules:WP_001245864
contig_1	cds	28427	29434	+	HFCAGB_00026	647.0	6.3e-236	1.024	1.0	0.965	UniRef:UniRef50_A9MR66
contig_1	cds	29435	29980	+	HFCAGB_00027	358.0	1.3e-126	1.044	1.0	0.958	UniRef:UniRef50_A9MR65
contig_1	cds	29996	30514	+	HFCAGB_00028	-	-	-	-	-	-
contig_1	cds	30480	31211	+	HFCAGB_00029	499.0	1.5e-182	1.0	1.0	0.984	BlastRules:WP_001135039
contig_1	cds	31275	32120	+	HFCAGB_00030	305.0	4.2e-102	0.954	0.867	0.619	UniRef:UniRef50_A0AAN3RST5
contig_1	cds	32159	32446	+	HFCAGB_00031	186.0	2.3e-61	0.958	0.883	1.0	UniRef:UniRef50_A0A764GR16
contig_1	cds	32546	32995	-	HFCAGB_00032	255.0	6.9e-87	0.966	0.960	0.896	UniRef:UniRef50_A9MR60
contig_1	cds	33365	34369	+	HFCAGB_00033	632.0	5.7e-230	0.988	0.957	0.973	UniRef:UniRef50_A9MR59
