# Annotated with Bakta
# Software: v1.12.0
# Database: v6.0, light
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
contig_1	sorf	169	255	+	HFCAGB_00001		thr operon leader peptide	SO:0001217, UniRef:UniRef50_Q7CRA3
contig_1	ncRNA-region	191	311	+			Threonine operon leader	RFAM:RF00506, SO:0000140
contig_1	cds	337	2799	+	HFCAGB_00002		Bifunctional aspartokinase/homoserine dehydrogenase 1	SO:0001217, UniRef:UniRef50_P00561
contig_1	cds	2801	3730	+	HFCAGB_00003		Homoserine kinase	SO:0001217, UniRef:UniRef50_Q493S9
contig_1	cds	3734	5020	+	HFCAGB_00004		Threonine synthase	SO:0001217, UniRef:UniRef50_Q89AR5
contig_1	cds	5114	5887	-	HFCAGB_00005		UPF0246 protein GN242_17910	SO:0001217, UniRef:UniRef50_A0A6I6EGM8
contig_1	cds	5966	7396	-	HFCAGB_00006	yaaJ	Uncharacterized transporter YaaJ	SO:0001217, UniRef:UniRef50_P30143
contig_1	cds	7665	8618	+	HFCAGB_00007		transaldolase B	BlastRules:WP_000130175, SO:0001217, UniRef:UniRef50_P45055
contig_1	cds	8729	9319	+	HFCAGB_00008	mogA	Molybdenum cofactor biosynthesis protein MogA	SO:0001217, UniRef:UniRef50_A0A0A2Z689
contig_1	cds	9376	9942	-	HFCAGB_00009	yaaH	Inner membrane protein YaaH	SO:0001217, UniRef:UniRef50_A0A8S0G258
contig_1	cds	10092	10805	-	HFCAGB_00010	yaaW	UPF0174 protein YaaW	SO:0001217, UniRef:UniRef50_P58316
contig_1	cds	10841	11245	-	HFCAGB_00011		hypothetical protein	
contig_1	cds	11594	13510	+	HFCAGB_00012	dnaK	Chaperone protein DnaK	SO:0001217, UniRef:UniRef50_P43736
contig_1	ncRNA	13521	13595	+	HFCAGB_00013	tpke11	tpke11	RFAM:RF02031, SO:0000655
contig_1	cds	13596	14735	+	HFCAGB_00014	dnaJ	Chaperone protein DnaJ	SO:0001217, UniRef:UniRef50_A0A4R1HEE6
contig_1	cds	14682	14822	-	HFCAGB_00015		hypothetical protein	
contig_1	cds	15016	15963	+	HFCAGB_00016		HTH lysR-type domain-containing protein	SO:0001217, UniRef:UniRef50_A0A0L0AFF1
contig_1	cds	16090	16434	+	HFCAGB_00017		Phage holin family protein	SO:0001217, UniRef:UniRef50_A0A0H3FW56
contig_1	cds	16495	17028	-	HFCAGB_00018		hypothetical protein	PFAM:PF05838.17, PFAM:PF09374.15
contig_1	cds	17045	17488	-	HFCAGB_00019		Transcriptional regulator	SO:0001217, UniRef:UniRef50_Q8ZS10
contig_1	cds	17869	19968	+	HFCAGB_00020		chitinase	SO:0001217, UniRef:UniRef50_A0A0L0AFP7
contig_1	cds	20060	23056	+	HFCAGB_00021		Putative hydroxymethyltransferase	SO:0001217, UniRef:UniRef50_A0A3S4FS72
contig_1	cds	23337	24041	+	HFCAGB_00022	iprA	IprA winged helix-turn-helix domain-containing protein	SO:0001217, UniRef:UniRef50_E3G2G5
contig_1	cds	24471	25013	+	HFCAGB_00023		Fimbrial-type adhesion domain-containing protein	SO:0001217, UniRef:UniRef50_A9MR69
contig_1	cds	25114	25800	+	HFCAGB_00024	bcfB	fimbrial biogenesis chaperone BcfB	BlastRules:WP_000742551, SO:0001217, UniRef:UniRef50_A9MR68
contig_1	cds	25805	28426	+	HFCAGB_00025	bcfC	fimbrial usher BcfC	BlastRules:WP_001245864, SO:0001217, UniRef:UniRef50_A0A5U2F4X5
contig_1	cds	28427	29434	+	HFCAGB_00026		Fimbrial-type adhesion domain-containing protein	SO:0001217, UniRef:UniRef50_A9MR66
contig_1	cds	29435	29980	+	HFCAGB_00027		Fimbrial-type adhesion domain-containing protein	SO:0001217, UniRef:UniRef50_A9MR65
contig_1	cds	29996	30514	+	HFCAGB_00028		hypothetical protein	PFAM:PF00419.26
contig_1	cds	30480	31211	+	HFCAGB_00029	bcfG	fimbrial chaperone BcfG	BlastRules:WP_001135039, SO:0001217, UniRef:UniRef50_A0A6D2GD24
contig_1	cds	31275	32120	+	HFCAGB_00030		Thioredoxin domain-containing protein	SO:0001217, UniRef:UniRef50_A0AAN3RST5
contig_1	cds	32159	32446	+	HFCAGB_00031		Type 1 fimbrial protein	SO:0001217, UniRef:UniRef50_A0A764GR16
contig_1	cds	32546	32995	-	HFCAGB_00032		OmpR/PhoB-type domain-containing protein	SO:0001217, UniRef:UniRef50_A9MR60
contig_1	cds	33365	34369	+	HFCAGB_00033		HTH lysR-type domain-containing protein	SO:0001217, UniRef:UniRef50_A9MR59
contig_1	cds	34377	34817	-	HFCAGB_00034		OmpR/PhoB-type domain-containing protein	SO:0001217, UniRef:UniRef50_A9MR58
contig_1	cds	35340	37058	+	HFCAGB_00035		Arylsulfotransferase N-terminal domain-containing protein	SO:0001217, UniRef:UniRef50_A9MR51
contig_1	cds	37104	38666	-	HFCAGB_00036		5'-Nucleotidase C-terminal domain-containing protein	SO:0001217, UniRef:UniRef50_A9MR56
contig_1	cds	38774	39535	-	HFCAGB_00037		Outer membrane/exported protein	SO:0001217, UniRef:UniRef50_A9MR55
contig_1	cds	40129	41622	+	HFCAGB_00038		Arylsulfatase	SO:0001217, UniRef:UniRef50_A0A237NMI4
contig_1	cds	41721	42911	+	HFCAGB_00039		Putative arylsulfatase regulatory protein	SO:0001217, UniRef:UniRef50_A0A084ZQX2
contig_1	cds	42936	44183	+	HFCAGB_00040		Cytoplasmic protein	SO:0001217, UniRef:UniRef50_A9MR52
contig_1	cds	44310	46025	+	HFCAGB_00041		Arylsulfotransferase N-terminal domain-containing protein	SO:0001217, UniRef:UniRef50_A9MR51
contig_1	cds	46188	47354	+	HFCAGB_00042	nhaA	Na(+)/H(+) antiporter NhaA	SO:0001217, UniRef:UniRef50_A8G9L0
contig_1	cds	47422	48315	+	HFCAGB_00043	nhaR	Transcriptional activator protein NhaR	SO:0001217, UniRef:UniRef50_P0A9G2
contig_1	cds	48370	50409	-	HFCAGB_00044		Uncharacterized family 31 glucosidase ORF2	SO:0001217, UniRef:UniRef50_Q01336
contig_1	cds	50449	50859	-	HFCAGB_00045		hypothetical protein	
contig_1	cds	50905	51822	-	HFCAGB_00046		hypothetical protein	
contig_1	cds	52317	52526	+	HFCAGB_00047		Lipoprotein	SO:0001217, UniRef:UniRef50_C5B7M1
contig_1	cds	52870	53808	+	HFCAGB_00048		Riboflavin biosynthesis protein	SO:0001217, UniRef:UniRef50_Q7N8X3
contig_1	cds	53853	56687	+	HFCAGB_00049		Isoleucine--tRNA ligase	SO:0001217, UniRef:UniRef50_Q8ZIM0
contig_1	cds	56687	57187	+	HFCAGB_00050		Lipoprotein signal peptidase	SO:0001217, UniRef:UniRef50_Q9KU46
