# Annotated with Bakta
# Software: v1.12.0
# Database: v6.0, light
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Score	Evalue	Query Cov	Subject Cov	Id	Accession
contig_1	cds	132	326	-	ONMMKP_00001	-	-	-	-	-	-
contig_1	cds	598	921	+	ONMMKP_00002	170.0	1.1e-54	0.841	0.918	0.978	UniRef:UniRef50_UPI0024BB71E6
contig_1	cds	1170	1874	-	ONMMKP_00003	473.0	6.7e-170	1.0	0.851	1.0	UniRef:UniRef50_A0A6C7A3S3
contig_1	cds	1877	2011	-	ONMMKP_00004	-	-	-	-	-	-
contig_1	ncRNA	2554	2653	-	ONMMKP_00005	93.5	7.0e-16	-	-	-	RFAM:RF00106
contig_2	cds	750	941	-	ONMMKP_00006	111.0	1.6e-32	1.0	0.808	0.921	UniRef:UniRef50_A0A0D0LJT0
contig_2	cds	973	1329	+	ONMMKP_00007	216.0	3.3e-72	0.992	0.914	0.949	UniRef:UniRef50_P13657
contig_2	cds	2007	2525	+	ONMMKP_00008	301.0	7.3e-104	1.169	1.0	0.821	UniRef:UniRef50_P13659
contig_2	cds	2532	2765	+	ONMMKP_00009	110.0	4.5e-32	1.0	1.100	0.805	UniRef:UniRef50_UPI001CDB3518
contig_2	cds	3100	3984	-	ONMMKP_00010	-	-	-	-	-	-
contig_2	cds	4020	4454	-	ONMMKP_00011	206.0	1.6e-67	1.0	0.986	0.576	UniRef:UniRef50_A0A826J7I4
contig_2	cds	4682	5494	-	ONMMKP_00012	388.0	4.0e-135	1.115	0.980	0.704	UniRef:UniRef50_A0A0C5DVH7
contig_2	ncRNA	5688	5791	-	ONMMKP_00013	68.3	7.4e-11	-	-	-	RFAM:RF00106
contig_3	cds	66	623	-	ONMMKP_00014	362.0	3.3e-130	1.0	1.0	0.995	BlastRules:WP_001165559
contig_3	cds	653	1642	+	ONMMKP_00015	-	-	-	-	-	-
contig_3	cds	1642	2229	+	ONMMKP_00016	-	-	-	-	-	-
contig_3	cds	2233	2772	-	ONMMKP_00017	301.0	9.5e-105	0.860	1.0	0.994	UniRef:UniRef50_A0A633CHN0
contig_3	cds	2775	3692	-	ONMMKP_00018	564.0	7.4e-203	1.007	0.816	0.919	UniRef:UniRef50_A0A7U9P051
contig_4	cds	37	510	-	ONMMKP_00019	-	-	-	-	-	-
contig_4	cds	1024	1197	-	ONMMKP_00020	-	-	-	-	-	-
contig_4	cds	1407	3137	-	ONMMKP_00021	1112.0	0.0	1.007	1.0	0.979	UniRef:UniRef50_A0A0R9PUQ5
contig_4	cds	3194	5362	-	ONMMKP_00022	470.0	2.4e-153	1.0	0.895	0.535	UniRef:UniRef50_A0A0T9QR00
contig_4	cds	5705	6403	-	ONMMKP_00023	462.0	4.7e-166	1.0	0.963	0.996	UniRef:UniRef50_A0A8D5C0H2
contig_4	ncRNA	6465	6594	-	ONMMKP_00024	107.8	1.2e-15	-	-	-	RFAM:RF02957
contig_4	cds	6879	7352	-	ONMMKP_00025	-	-	-	-	-	-
contig_4	tRNA	7515	7590	-	ONMMKP_00026	79.7	-	-	-	-	-
contig_4	tRNA	8485	8560	-	ONMMKP_00027	79.7	-	-	-	-	-
contig_4	cds	8661	9458	-	ONMMKP_00028	338.0	8.6e-116	0.966	0.901	0.633	UniRef:UniRef50_P76346
contig_4	tRNA	9547	9636	+	ONMMKP_00029	90.4	-	-	-	-	-
contig_4	cds	10227	10646	+	ONMMKP_00030	202.0	2.3e-66	1.0	0.933	0.698	UniRef:UniRef50_A0A2X2GI67
contig_4	cds	10649	11917	+	ONMMKP_00031	834.0	4.8e-306	1.005	0.896	0.986	UniRef:UniRef50_P22494
contig_4	ncRNA-region	12226	12623	+	-	110.1	6.6e-13	-	-	-	RFAM:RF01766
contig_4	cds	12372	12584	+	ONMMKP_00032	111.0	3.7e-32	1.0	0.824	0.729	UniRef:UniRef50_A7ME79
contig_4	ncRNA	12741	12820	+	ONMMKP_00033	107.0	1.1e-16	-	-	-	RFAM:RF02077
contig_4	cds	13044	14222	-	ONMMKP_00034	705.0	4.7e-259	1.005	1.0	0.980	BlastRules:WP_001080666
contig_4	ncRNA	14522	14616	-	ONMMKP_00035	95.5	3.6e-13	-	-	-	RFAM:RF01401
contig_4	cds	14872	15183	+	ONMMKP_00036	114.0	1.6e-32	0.893	0.860	0.587	UniRef:UniRef50_I2B7X6
contig_4	cds	15263	15958	+	ONMMKP_00037	241.0	1.1e-78	0.961	0.874	0.554	UniRef:UniRef50_A0A0U5GN06
contig_4	cds	16032	17462	+	ONMMKP_00038	622.0	4.0e-221	0.929	0.919	0.692	UniRef:UniRef50_A0A014NA45
contig_4	cds	17443	17913	+	ONMMKP_00039	257.0	4.0e-87	0.994	0.824	0.781	UniRef:UniRef50_P09184
contig_4	cds	17902	18822	-	ONMMKP_00040	565.0	4.0e-204	0.984	0.929	1.0	UniRef:UniRef50_A0A7U3Z0B7
contig_4	cds	18998	19909	+	ONMMKP_00041	528.0	4.3e-189	1.0	0.858	0.937	UniRef:UniRef50_A0A0U3TAT1
contig_4	cds	19986	20171	+	ONMMKP_00042	-	-	-	-	-	-
contig_4	cds	20336	22048	+	ONMMKP_00043	655.0	4.3e-231	0.986	0.967	0.577	UniRef:UniRef50_P76330
contig_4	cds	22027	22842	-	ONMMKP_00044	436.0	7.5e-154	0.993	0.854	0.762	UniRef:UniRef50_P76329
contig_4	ncRNA	23055	23138	+	ONMMKP_00045	96.9	2.1e-17	-	-	-	RFAM:RF00014
contig_4	cds	23152	23379	-	ONMMKP_00046	134.0	1.9e-43	1.0	1.0	0.920	BlastRules:WP_000844800
contig_4	cds	23508	23702	+	ONMMKP_00047	123.0	2.9e-37	0.969	0.984	0.903	UniRef:UniRef50_Q8ZFN8
contig_4	cds	23741	24364	-	ONMMKP_00048	360.0	4.3e-126	1.0	0.892	0.884	UniRef:UniRef50_P0DMC9
